ZEON ASP,/image/img0311.jpg,ZEON ASP专为中国的驾车人士度身定制，四道沟槽设计和各种条纹设计使ZEON ASP具备动力之外的另一个优势——操控。,/asp_detail.htm,245/50R18,100W,,7.5,7.0-8.5,350,800,免,GB外规格,"英菲尼迪M37,宝马730LI AC改装/745Li/750i/745iL735iL/760Li混合动力（氢）"
ZEON ASP,/image/img0311.jpg,ZEON ASP专为中国的驾车人士度身定制，四道沟槽设计和各种条纹设计使ZEON ASP具备动力之外的另一个优势——操控。,/asp_detail.htm,185/55R15,82V,,6.0,5.0-6.5,300,475,YES,GB9743-2007（轿车轮胎）GB9744-2007（载重汽车轮胎）,"莲花爱丽丝 前轮,雪佛兰乐骋,现代美佳,精灵Roadster/-coupe,丰田MR2.MAZDA 2,Suzuki IGNIS ( 1.5 SPORT ), ROVER 216, OPEL Tigra；"
ZEON ASP,/image/img0311.jpg,ZEON ASP专为中国的驾车人士度身定制，四道沟槽设计和各种条纹设计使ZEON ASP具备动力之外的另一个优势——操控。,/asp_detail.htm,195/55R15,85V,,6.0,5.5-7.0,300,515,YES,GB9743-2007（轿车轮胎）GB9744-2007（载重汽车轮胎）,"上海通用凯越1.6/1.8,/HRV,利亚纳.起亚千里马.奇瑞A5.海南马自达福美莱1.6/1.8,普力马/323,东风雪铁龙赛纳,奇瑞A520,昌河铃木利亚纳两箱/三箱.日产风度.标致206.塞纳2.0, POLO1.6,哈飞赛豹.沃尔沃S40."
ZEON ASP,/image/img0311.jpg,ZEON ASP专为中国的驾车人士度身定制，四道沟槽设计和各种条纹设计使ZEON ASP具备动力之外的另一个优势——操控。,/asp_detail.htm,205/55R16,94V,XL,6.5,5.5-7.5,340,670,YES,GB9743-2007（轿车轮胎）GB9744-2007（载重汽车轮胎）,"奥迪A62.8/2.4/1.8/1.8T,蓝鸟.马自达M62.0/2.0/WAGON,帕萨特2.8V6,途安2.0/1.8T,福特蒙迪欧2.0/2.5,福克斯2.0,雪佛兰景程V200SE,宝马318i/328i/320i,奔驰C系,标致307CC.新甲壳虫.东方之子AT.,奇瑞V5.凌志IS200,
克莱斯勒PT CRUISER 2.0.沃尔沃S40中华/尊驰/骏捷.现代悦达起亚远舰.长安马自达3.宝来.速腾.现代酷派.雷诺梅甘娜/风景.新甲壳虫.斯巴鲁力狮.朗逸1.6/2.0."
15,COOPER,ZEON ASP,ZEON ASP,/image/img0311.jpg,ZEON ASP专为中国的驾车人士度身定制，四道沟槽设计和各种条纹设计使ZEON ASP具备动力之外的另一个优势——操控。,/asp_detail.htm,205/55R16,94W,XL,6.5,5.5-7.5,340,670,YES,GB9743-2007（轿车轮胎）GB9744-2007（载重汽车轮胎）,"奥迪A62.8/2.4/1.8/1.8T,蓝鸟.马自达M62.0/2.0/WAGON,帕萨特2.8V6,途安2.0/1.8T,福特蒙迪欧2.0/2.5,福克斯2.0,雪佛兰景程V200SE,宝马318i/328i/320i,奔驰C系,标致307CC.新甲壳虫.东方之子AT.,奇瑞V5.凌志IS20朗逸1.6/2.0."
ZEON ASP,/image/img0311.jpg,ZEON ASP专为中国的驾车人士度身定制，四道沟槽设计和各种条纹设计使ZEON ASP具备动力之外的另一个优势——操控。,/asp_detail.htm,215/55R16,97W,XL,7.0,6.0-7.5,340,730,YES,GB9743-2007（轿车轮胎）GB9744-2007（载重汽车轮胎）,"上汽荣威750D.尼桑风度2.0G/3.0GV/V6 3.0GV,OPEL VECTRA 2.2,SAAB9-5 2.0/2.3/2.3t/2.3i, .雪铁龙V6.C5.奔驰E200/E240/E320级.凯旋 沃尔沃 S80 2.5/2.9,奥迪A4 1.8T/2.0/3.0/A6.沃尔沃S60 2.4/S80 2.4/2.9/2.5T.阿尔法 罗密欧166.标致406."
ZEON ASP,/image/img0311.jpg,ZEON ASP专为中国的驾车人士度身定制，四道沟槽设计和各种条纹设计使ZEON ASP具备动力之外的另一个优势——操控。,/asp_detail.htm,225/55R17,101W,XL,7.0,6.0-8.0,340,825,YES,GB9743-2007（轿车轮胎）GB9744-2007（载重汽车轮胎）,别克君越.日产风雅.北京现代御翔 克莱斯勒300M.奥迪A8.尼桑CIMA/FUGA 350 XV/千里马.雷诺VELSATIS3.5 V6.雷克萨斯LS430.陆虎.奔驰S280/S600
ZEON ASP,/image/img0311.jpg,ZEON ASP专为中国的驾车人士度身定制，四道沟槽设计和各种条纹设计使ZEON ASP具备动力之外的另一个优势——操控。,/asp_detail.htm,225/55R16,95W,,7.0,6.0-8.0,350,690,YES,GB9743-2007（轿车轮胎）GB9744-2007（载重汽车轮胎）,"奔驰E240/E280/E320,E350/E200K,/SL300/SL500.雷克萨斯GS300.沃尔沃S80 2.9T6,凯迪拉克CTS2.8/3.6,宝马520i/523i/528i/530i/535i.马自达RX8.标致60.别克荣御GS3.6.雷诺太空.奥迪A6L 3.0.福特野马GT.别克荣御.三菱30000GT.捷豹S'-TYPE3.0 V6."
ZEON ASP,/image/img0311.jpg,ZEON ASP专为中国的驾车人士度身定制，四道沟槽设计和各种条纹设计使ZEON ASP具备动力之外的另一个优势——操控。,/asp_detail.htm,215/55R17,94W,,7.0,6.0-7.5,350,670,YES,GB9743-2007（轿车轮胎）GB9744-2007（载重汽车轮胎）,绅宝.沃尔沃.日产风度.雷诺VELSATIS3.5 V6.新天籁350JM.丰田凯美瑞.丰田锐志.丰田SOLARA V6.丰田皇冠.三菱戈兰.红旗HQ430.斯巴鲁森林人.傲虎.
ZEON ASP,/image/img0311.jpg,ZEON ASP专为中国的驾车人士度身定制，四道沟槽设计和各种条纹设计使ZEON ASP具备动力之外的另一个优势——操控。,/asp_detail.htm,235/55R17,99W,,7.5,6.5-8.5,350,775,YES,GB9743-2007（轿车轮胎）GB9744-2007（载重汽车轮胎）,"大众Tuguan,宝马X3,奥迪A8系列,奥迪A6 2.8,大众辉腾Multivan,现代雅尊,捷豹XJ8皇家加长版3.0L,奔驰S350/S500,凯迪拉克DTS V8."
ZEON ASP,/image/img0311.jpg,ZEON ASP专为中国的驾车人士度身定制，四道沟槽设计和各种条纹设计使ZEON ASP具备动力之外的另一个优势——操控。,/asp_detail.htm,195/60R15,88V,,6.0,5.5-7.0,300,560,YES,GB9743-2007（轿车轮胎）GB9744-2007（载重汽车轮胎）,"北京现代伊兰特1.6/一汽丰田花冠1.8/普锐斯.比亚迪F3,东风起亚赛拉图GL,本田思域1.6VTI.蒙迪欧,本田Accord2.2.福特FocusZX3.三菱GALANT.东风日产阳光.沃尔沃S90."
ZEON ASP,/image/img0311.jpg,ZEON ASP专为中国的驾车人士度身定制，四道沟槽设计和各种条纹设计使ZEON ASP具备动力之外的另一个优势——操控。,/asp_detail.htm,205/60R15,91V,,6.0,5.5-7.5,300,615,YES,GB9743-2007（轿车轮胎）GB9744-2007（载重汽车轮胎）,"宝马318i/325i,大宇典雅2.0,风神蓝鸟2.0,标致605 2.0 SLI,红旗CA7202E3L.索纳塔2.0GLS.奥迪A6 2.6/1.8/1.8T/2.4.东风悦达起亚远舰.斯柯达欧雅SLX.三菱EVO.雪铁龙XM V6 3.0"
ZEON ASP,/image/img0311.jpg,ZEON ASP专为中国的驾车人士度身定制，四道沟槽设计和各种条纹设计使ZEON ASP具备动力之外的另一个优势——操控。,/asp_detail.htm,205/60R16,92 V,,6.0,5.5-7.5,300,630,YES,GB9743-2007（轿车轮胎）GB9744-2007（载重汽车轮胎）,"上海通用科鲁兹,长安铃木天语SX4,北京现代伊兰特1.8,广州本田雅阁3.0,日产天籁,奥迪A6,北京现代索纳塔GLS,奔驰E240/E280/E200K,现代君爵XG300,雷诺拉古娜2.0L 16V,克莱斯勒SEBRING TOURING/LXI,三菱SAVRIN EXI"
ZEON ASP,/image/img0311.jpg,ZEON ASP专为中国的驾车人士度身定制，四道沟槽设计和各种条纹设计使ZEON ASP具备动力之外的另一个优势——操控。,/asp_detail.htm,215/60R15,94V,,6.5,6.0-7.5,300,670,YES,GB9743-2007（轿车轮胎）GB9744-2007（载重汽车轮胎）,风行菱越商务版.富士NIWRC.旁蒂亚克Grand AM2002款轿车.丰田佳美2002款.雪佛兰Malibu.三菱GRANDIS.
ZEON ASP,/image/img0311.jpg,ZEON ASP专为中国的驾车人士度身定制，四道沟槽设计和各种条纹设计使ZEON ASP具备动力之外的另一个优势——操控。,/asp_detail.htm,215/60R16,95V,,6.5,6.0-7.5,300,690,YES,GB9743-2007（轿车轮胎）GB9744-2007（载重汽车轮胎）,"东南三菱戈蓝.丰田凯美瑞/佳美/2000款丰田大霸王,一汽丰田皇冠2.5/锐志2.5V,广本奥德赛/本田雅阁，北京吉普欧蓝德,斯巴鲁森林人/傲虎,现代御翔2.4S,杭州飞碟,雷克萨斯ES330,马自达MPV2.5.双龙CHAIRMA"
ZEON ASP,/image/img0311.jpg,ZEON ASP专为中国的驾车人士度身定制，四道沟槽设计和各种条纹设计使ZEON ASP具备动力之外的另一个优势——操控。,/asp_detail.htm,225/60R16,98W,,6.5,6.0-8.0,350,750,YES,GB9743-2007（轿车轮胎）GB9744-2007（载重汽车轮胎）,"通用别克君威3.0V6,别克GL8/君越,红旗旗舰,起亚嘉年华,奔驰S280.320.S500.600,雷克萨斯LS400/LS430/GS300,奥迪A8,克莱斯勒NewYorker,奔驰马可波罗旅行车,起亚欧菲莱斯,克莱斯勒君王Concorde 2.7L ,陆尊GT精英版,雷克萨斯LS 400 SEDAN"
ZEON ASP,/image/img0311.jpg,ZEON ASP专为中国的驾车人士度身定制，四道沟槽设计和各种条纹设计使ZEON ASP具备动力之外的另一个优势——操控。,/asp_detail.htm,235/60R16,100W,,7.0,6.5-8.5,350,800,YES,GB9743-2007（轿车轮胎）GB9744-2007（载重汽车轮胎）,"奔驰S320.奔驰S500.300SEL.S320.北京现代途胜.奇瑞瑞虎.沃尔沃.凯迪拉克.宝马L7.宝马735i/iL系.起亚新狮跑.奔驰CL500.大众辉腾 3.0 V6.杭州飞碟.铃木GRAND VITARA.丰田RAV4 2.0.丰田 RAV4, 现代Tucson, 起亚 Sportage，奇瑞瑞虎，现代ix35"
ZEON ASP,/image/img0311.jpg,ZEON ASP专为中国的驾车人士度身定制，四道沟槽设计和各种条纹设计使ZEON ASP具备动力之外的另一个优势——操控。,/asp_detail.htm,225/60R17,99W,,6.5,6.0-8.0,350,775,YES,GB9743-2007（轿车轮胎）GB9744-2007（载重汽车轮胎）,"上海通用GL8豪华版,林肯城市，雷诺科雷傲，丰田SIENNA,日产贵士。"
ZEON ASP,/image/img0311.jpg,ZEON ASP专为中国的驾车人士度身定制，四道沟槽设计和各种条纹设计使ZEON ASP具备动力之外的另一个优势——操控。,/asp_detail.htm,235/60R18,103W,,7.0,6.5-8.5,350,875,免,GB外规格,奥迪Q7 3.6/奥迪Q5/凯迪拉克SRX V6/V8 /马自达CX-7/保时捷卡宴/沃尔沃XC90/雷克萨斯RX/RX330/雷克萨斯RX/路虎神行者/沃尔沃XC60/现代/起亚索兰托
ZEON ASP,/image/img0311.jpg,ZEON ASP专为中国的驾车人士度身定制，四道沟槽设计和各种条纹设计使ZEON ASP具备动力之外的另一个优势——操控。,/asp_detail.htm,195/65R15,91V,,6.0,5.5-7.0,300,615,YES,GB9743-2007（轿车轮胎）GB9744-2007（载重汽车轮胎）,"中华2.4/尊驰2.0,奥迪100.2.6E/A4.2.0/A6.2.6,宝来1.6/1.8/1.8T/1.9TDI,高尔夫1.6/1.8/2.0,帕萨特1.8GSI/1.8GLI/1.8T/2.0,东风标致307,广州本田2.3VTI/2.0EXI.宝马520i,一汽开迪LIFE/SDI.欧宝ZAFIRA1.8 16V, 克莱斯勒PT cruiser 2.0.雪铁龙C5.福克斯.大众途安.斯柯达欧雅,本田溪流.沃尔沃S90/940/960.萨博9000."
ZEON ASP,/image/img0311.jpg,ZEON ASP专为中国的驾车人士度身定制，四道沟槽设计和各种条纹设计使ZEON ASP具备动力之外的另一个优势——操控。,/asp_detail.htm,205/65R15,94V,,6.0,5.5-7.5,300,670,YES,GB9743-2007（轿车轮胎）GB9744-2007（载重汽车轮胎）,"丰田亚洲龙3.0XL&XLS/佳美3.0 V6 XLE, 现代索纳塔2.7,起亚远舰,日产公爵王/千里马/风度2.0,广州本田雅阁2.0/2.4,本田里程3.5,奔驰300SEL&420SEL.现代XG25, 东南菱绅,雪佛兰景程.皇冠3.0.红旗明仕加长型.东方之子.欧宝OMEGA 2.5.雷诺ESPACE.萨博9-5 2.3t/2.3i.凯美瑞.雷克萨斯ES300.福特水星."
ZEON ASP,/image/img0311.jpg,ZEON ASP专为中国的驾车人士度身定制，四道沟槽设计和各种条纹设计使ZEON ASP具备动力之外的另一个优势——操控。,/asp_detail.htm,205/65R16,95V,,6.0,5.5-7.5,300,690,YES,GB9743-2007（轿车轮胎）GB9744-2007（载重汽车轮胎）,天籁230 JK V6/JM V6
ZEON ASP,/image/img0311.jpg,ZEON ASP专为中国的驾车人士度身定制，四道沟槽设计和各种条纹设计使ZEON ASP具备动力之外的另一个优势——操控。,/asp_detail.htm,215/65R15,96V,,6.5,6.0-7.5,300,710,YES,GB9743-2007（轿车轮胎）GB9744-2007（载重汽车轮胎）,宝龙天马座.丰田大霸王（旧款）.东风风行DMF.奔驰凌特.起亚嘉年华.三菱商用车SPACEGEAR.日产ELGRAND.马自达MPV3.0iV6.道奇捷龙3.3.广本奥德赛.奔驰MB100.奔驰VITO.一汽红塔自由风MPV.丰田皇冠Majesta.奔驰560SEL/450EL/380EL.庞蒂克5.0.克莱斯勒Town&Country AWD.日产公爵王.
ZEON ASP,/image/img0311.jpg,ZEON ASP专为中国的驾车人士度身定制，四道沟槽设计和各种条纹设计使ZEON ASP具备动力之外的另一个优势——操控。,/asp_detail.htm,215/65R16,98V,,6.5,6.0-7.5,300,750,YES,GB9743-2007（轿车轮胎）GB9744-2007（载重汽车轮胎）,广州本田奥德赛.丰田SIENNA XLE.宝马728i/728iL/730iL.路虎Freland  尼桑奇骏  雷诺风景RX4  沃尔沃XC70  本田CRV2.0/2.4.长丰猎豹飞腾 现代途胜.铃木GRAND VITARA1.6.克莱斯勒GRAND VOYAGER 2.5/LX.三菱帕杰罗.
