ZEON RS3-A,/image/img0310.jpg,固铂超高性能轮胎家族最新成员“驭行 Zeon RS3-A”极速登场，搭载固铂全新安全系统DAT动态盔甲技术TM，为您全天候的驾控提供卓越的干湿地抓地力与弯道稳定性。,/rs3-a_detail.htm,225/40R18,92W,XL,8.0,7.5-9.0,340,630,中国,Yes,GB9743-2007(轿车轮胎) GB9744-2007（载重汽车轮胎）,"奥迪A3,奥迪TT,新福克斯C307.宝马 120i/130i/330i; 宝马 Z4;克莱斯勒 CROSSFIRE ;梅赛德斯奔驰 SLK 55;一汽大众 高尔夫 GTI;保时捷Boxster-S(前轮),捷豹S-TYPE运到版3.0L,欧宝新雅特,萨博9-3 SPORT SEDAM"
ZEON RS3-A,/image/img0310.jpg,固铂超高性能轮胎家族最新成员“驭行 Zeon RS3-A”极速登场，搭载固铂全新安全系统DAT动态盔甲技术TM，为您全天候的驾控提供卓越的干湿地抓地力与弯道稳定性。,/rs3-a_detail.htm,245/40R18,97W,XL,8.5,8.0-9.5,340,730,中国,Yes,GB9743-2007(轿车轮胎) GB9744-2007（载重汽车轮胎）,"沃尔沃S80 V8 AWD行政版,宝马5系, 雷克萨斯GS430/SC430,捷豹S-TYPE3.0V6老版，奔驰E55 AMG/CLS500,保时捷,奥迪A/S5 coupe"
ZEON RS3-A,/image/img0310.jpg,固铂超高性能轮胎家族最新成员“驭行 Zeon RS3-A”极速登场，搭载固铂全新安全系统DAT动态盔甲技术TM，为您全天候的驾控提供卓越的干湿地抓地力与弯道稳定性。,/rs3-a_detail.htm,225/45R18 ,95W,XL,7.5,7.0-8.5,340,690,中国,Yes,GB9743-2007(轿车轮胎) GB9744-2007（载重汽车轮胎）,"斯巴鲁翼豹,,宝马Z4.马自达RX-8.日产350 3.5 V6.英菲尼迪 G35"
ZEON RS3-A,/image/img0310.jpg,固铂超高性能轮胎家族最新成员“驭行 Zeon RS3-A”极速登场，搭载固铂全新安全系统DAT动态盔甲技术TM，为您全天候的驾控提供卓越的干湿地抓地力与弯道稳定性。,/rs3-a_detail.htm,245/50R16  ,97W,,8.0,7.5-9.0,350,730,中国,Yes,GB9743-2007(轿车轮胎) GB9744-2007（载重汽车轮胎）,"雪佛兰科迈罗,庞蒂亚克火鸟"
ZEON RS3-A,/image/img0310.jpg,固铂超高性能轮胎家族最新成员“驭行 Zeon RS3-A”极速登场，搭载固铂全新安全系统DAT动态盔甲技术TM，为您全天候的驾控提供卓越的干湿地抓地力与弯道稳定性。,/rs3-a_detail.htm,235/50R17 ,96W,,7.5,7.0-8.5,350,710,中国,免,GB外规格,凯迪拉克CTS 雪佛兰Malibu Pontiac G6 Grand Prix
ZEON RS3-A,/image/img0310.jpg,固铂超高性能轮胎家族最新成员“驭行 Zeon RS3-A”极速登场，搭载固铂全新安全系统DAT动态盔甲技术TM，为您全天候的驾控提供卓越的干湿地抓地力与弯道稳定性。,/rs3-a_detail.htm,215/55R16 ,93W,,7.0,6.0-7.5,350,650,中国,Yes,GB9743-2007(轿车轮胎) GB9744-2007（载重汽车轮胎）,"上汽荣威750D,尼桑风度2.0G/3.0GV/V6 3.0GV,奔驰E200/E240/E320级,雪铁龙凯旋,沃尔沃 S80 2.5/2.9,奥迪A4 1.8T/2.0/3.0/A6,沃尔沃S60 2.4/S80 2.4/2.9/2.5T,欧宝威达VECTRA 2.2,标致406,雪铁龙V6.C5,萨博SAAB9-5 2.0/2.3/2.3t/2.3i,阿尔法 罗密欧166"
ZEON RS3-A,/image/img0310.jpg,固铂超高性能轮胎家族最新成员“驭行 Zeon RS3-A”极速登场，搭载固铂全新安全系统DAT动态盔甲技术TM，为您全天候的驾控提供卓越的干湿地抓地力与弯道稳定性。,/rs3-a_detail.htm,225/50R16  ,92W,,7.0,7.0-8.0,350,630,中国,Yes,GB9743-2007(轿车轮胎) GB9744-2007（载重汽车轮胎）,"伊兰特1.8,MINI,赛拉图Sport,雷诺风景,丰田Celica GT-S,速波legacy.宝马 Z3/Z4/325Ci/5系列,RENAULT,宝马Z3,奔驰CLK230/C200/C240/CLK240/SLK200/SLK230/E350.本田S2000.别克荣御.沃尔沃C70 2.0i/2.3i.保时捷Boxster(后轮)"
ZEON RS3-A,/image/img0310.jpg,固铂超高性能轮胎家族最新成员“驭行 Zeon RS3-A”极速登场，搭载固铂全新安全系统DAT动态盔甲技术TM，为您全天候的驾控提供卓越的干湿地抓地力与弯道稳定性。,/rs3-a_detail.htm,215/50R17  ,95W,XL,7.0,6.5-7.5,340,690,中国,Yes,GB9743-2007(轿车轮胎) GB9744-2007（载重汽车轮胎）,"标致407/408,别克GL8,英朗,名爵MG6，荣威550，斯巴鲁力狮 法拉利348 GTS、荣威750, 欧宝 VECTRA 威达;讴歌 3.2CL ; 法拉利 348 ts 雷克萨斯 ES 350;一汽丰田 锐志 3.0V PREMIUM;一汽丰田 皇冠 ROYAL SALOON G;广州丰田 凯美瑞 240V,丰田皇冠、日产天籁"
ZEON RS3-A,/image/img0310.jpg,固铂超高性能轮胎家族最新成员“驭行 Zeon RS3-A”极速登场，搭载固铂全新安全系统DAT动态盔甲技术TM，为您全天候的驾控提供卓越的干湿地抓地力与弯道稳定性。,/rs3-a_detail.htm,255/45R18  ,103W,XL,9.0,8.5-10.0,340,871,中国,Yes,GB9743-2007(轿车轮胎) GB9744-2007（载重汽车轮胎）,"奥迪A8L 2.8 FSI(2008款),大众辉腾V6 3.2/6.0 W12,捷豹XK8/R,凯迪拉克SLS赛维4.6 3.6,玛萨拉蒂QUATTROPORTE ARMORED,梅赛德斯奔驰S400L"
ZEON RS3-A,/image/img0310.jpg,固铂超高性能轮胎家族最新成员“驭行 Zeon RS3-A”极速登场，搭载固铂全新安全系统DAT动态盔甲技术TM，为您全天候的驾控提供卓越的干湿地抓地力与弯道稳定性。,/rs3-a_detail.htm,255/40R19  ,100W,XL,9.0,8.5-10.0,340,800,中国,Yes,GB9743-2007(轿车轮胎) GB9744-2007（载重汽车轮胎）,"奥迪A8 3.0V6/A8L W12 2006款,宝马M5运动版V10前轮/M6 5.0V10前轮,大众辉腾4.2，捷豹XJ8皇家加长版4.2L/XKR(后轮),凯迪拉克CTS-V 6.2L前轮/XLR4.4T V8后轮，梅赛德斯奔驰CL600 5.5T V12前轮/S500 4W AMG前轮/S65 AMG 6.0V12TT前轮"
ZEON RS3-A,/image/img0310.jpg,固铂超高性能轮胎家族最新成员“驭行 Zeon RS3-A”极速登场，搭载固铂全新安全系统DAT动态盔甲技术TM，为您全天候的驾控提供卓越的干湿地抓地力与弯道稳定性。,/rs3-a_detail.htm,275/40R19  ,105W,XL,9.5,9.0-11.0,340,925,中国,免,GB外规格,"宝马735i/Li后轮,760Li后轮，宾利欧陆飞驰/6.0GTC"
ZEON RS3-A,/image/img0310.jpg,固铂超高性能轮胎家族最新成员“驭行 Zeon RS3-A”极速登场，搭载固铂全新安全系统DAT动态盔甲技术TM，为您全天候的驾控提供卓越的干湿地抓地力与弯道稳定性。,/rs3-a_detail.htm,205/45R17  ,84W,,7.0,6.0-8.0,350,500,中国,Yes,GB9743-2007(轿车轮胎) GB9744-2007（载重汽车轮胎）,"标致207CC 1.6T,福特FOCUS RS215.MINI Cooper, 本田思域,"
ZEON RS3-A,/image/img0310.jpg,固铂超高性能轮胎家族最新成员“驭行 Zeon RS3-A”极速登场，搭载固铂全新安全系统DAT动态盔甲技术TM，为您全天候的驾控提供卓越的干湿地抓地力与弯道稳定性。,/rs3-a_detail.htm,255/40R17  ,94W,,9.5,9.0-11.0,350,670,中国,Yes,GB9743-2007(轿车轮胎) GB9744-2007（载重汽车轮胎）,"保时捷911 Carrera4后轮/Boxster S,奥迪S4 4.2 V8MT/S 4.2V8/S-RANGE6 V8 4.2MT,宝马325i 2.5V6,梅赛德斯奔驰CLS"
ZEON RS3-A,/image/img0310.jpg,固铂超高性能轮胎家族最新成员“驭行 Zeon RS3-A”极速登场，搭载固铂全新安全系统DAT动态盔甲技术TM，为您全天候的驾控提供卓越的干湿地抓地力与弯道稳定性。,/rs3-a_detail.htm,205/40R17  ,84W,XL,7.5,6.5-8.5,340,500,中国,Yes,GB9743-2007(轿车轮胎) GB9744-2007（载重汽车轮胎）,马自达MX-5 Miata
ZEON RS3-A,/image/img0310.jpg,固铂超高性能轮胎家族最新成员“驭行 Zeon RS3-A”极速登场，搭载固铂全新安全系统DAT动态盔甲技术TM，为您全天候的驾控提供卓越的干湿地抓地力与弯道稳定性。,/rs3-a_detail.htm,215/45R18,93W,XL,7.5,7.0-8.0,340,,中国,免,GB外规格,法拉利F360前轮，蓝瑟EX EX豪华运动版，蓝瑟EX EX时尚运动版，蓝瑟EX EX时尚版
ZEON RS3-A,/image/img0310.jpg,固铂超高性能轮胎家族最新成员“驭行 Zeon RS3-A”极速登场，搭载固铂全新安全系统DAT动态盔甲技术TM，为您全天候的驾控提供卓越的干湿地抓地力与弯道稳定性。,/rs3-a_detail.htm,215/55R17,98W,XL,7.0,6.5-7.5,340,750,中国,Yes,GB9743-2007(轿车轮胎) GB9744-2007（载重汽车轮胎）,"丰田凯美瑞,丰田锐志/新皇冠,丰田SOLARAV6/佳美/普瑞维拉2.4AT,上汽荣威550,雷克萨斯ES350,标致407三菱戈兰,东风日产新天籁350JM,斯巴鲁森林人/傲虎,红旗HQ430,比亚迪M6,萨博绅宝,奇瑞瑞麟,日产风度3.0,雷诺VELSATIS3.5V6"
ZEON RS3-A,/image/img0310.jpg,固铂超高性能轮胎家族最新成员“驭行 Zeon RS3-A”极速登场，搭载固铂全新安全系统DAT动态盔甲技术TM，为您全天候的驾控提供卓越的干湿地抓地力与弯道稳定性。,/rs3-a_detail.htm,225/50R18,95W,,7.0,6.0-8.0,350,,中国,免,GB外规格,"宝马520i/530Ci,/雷克萨斯GS430/GS430.一汽奥迪A4.A6L进口大众 EOS,一汽大众迈腾，三菱Lance evolution2.0四驱.博萨9-5.沃尔沃S60/C70,蒙迪欧致胜，本田讴歌3.2TL,斯巴鲁翼豹2007款2.5WRX 掀背"
ZEON RS3-A,/image/img0310.jpg,固铂超高性能轮胎家族最新成员“驭行 Zeon RS3-A”极速登场，搭载固铂全新安全系统DAT动态盔甲技术TM，为您全天候的驾控提供卓越的干湿地抓地力与弯道稳定性。,/rs3-a_detail.htm,235/40R18,95W,XL,8.5,8.0-9.0,340,690,中国,Yes,GB9743-2007(轿车轮胎) GB9744-2007（载重汽车轮胎）,奔驰CL500 CL600 CL55 S430 S500 S600 S55 保时捷911
ZEON RS3-A,/image/img0310.jpg,固铂超高性能轮胎家族最新成员“驭行 Zeon RS3-A”极速登场，搭载固铂全新安全系统DAT动态盔甲技术TM，为您全天候的驾控提供卓越的干湿地抓地力与弯道稳定性。,/rs3-a_detail.htm,235/50R18,97W,,7.5,7.0-8.0,300,730,中国,Yes,GB9743-2007(轿车轮胎) GB9744-2007（载重汽车轮胎）,凯迪拉克CTS 雪佛兰Malibu Pontiac G6 Grand Prix
ZEON RS3-A,/image/img0310.jpg,固铂超高性能轮胎家族最新成员“驭行 Zeon RS3-A”极速登场，搭载固铂全新安全系统DAT动态盔甲技术TM，为您全天候的驾控提供卓越的干湿地抓地力与弯道稳定性。,/rs3-a_detail.htm,245/40R19,94W,,8.5,8.0-9.5,350,670,中国,免,GB外规格,"法拉利599前轮/加利福尼亚前轮,玛萨拉蒂GranTurismo前轮"
ZEON RS3-A,/image/img0310.jpg,固铂超高性能轮胎家族最新成员“驭行 Zeon RS3-A”极速登场，搭载固铂全新安全系统DAT动态盔甲技术TM，为您全天候的驾控提供卓越的干湿地抓地力与弯道稳定性。,/rs3-a_detail.htm,245/50R19,101W,,7.5,7.0-8.5,350,825,中国,免,GB外规格,2011款 宝马7系 750Li xDrive前轮
ZEON RS3-A,/image/img0310.jpg,固铂超高性能轮胎家族最新成员“驭行 Zeon RS3-A”极速登场，搭载固铂全新安全系统DAT动态盔甲技术TM，为您全天候的驾控提供卓越的干湿地抓地力与弯道稳定性。,/rs3-a_detail.htm,245/55R18,103W,,7.5,7.0-8.5,350,875,中国,免,GB外规格,长城哈弗CUV
ZEON RS3-A,/image/img0310.jpg,固铂超高性能轮胎家族最新成员“驭行 Zeon RS3-A”极速登场，搭载固铂全新安全系统DAT动态盔甲技术TM，为您全天候的驾控提供卓越的干湿地抓地力与弯道稳定性。,/rs3-a_detail.htm,255/35R19,96W,XL,9.0,8.5-10.0,340,710,中国,免,GB外规格,"奥迪RS44.2V8/RS-RANGE6 V84.2MT/TT2.0T,宝马M3 3.2V6(后轮),雷克萨斯IS-F 5.0V8(后轮),保时捷RUF改GTR3 3.8V6(前轮),梅赛德斯奔驰CLK DTM AMG(前轮)CLS63V8 6.2L AMG(前轮)/SL65(前轮)阿波罗APOLLO 4.2V8TT(前轮),"
ZEON RS3-A,/image/img0310.jpg,固铂超高性能轮胎家族最新成员“驭行 Zeon RS3-A”极速登场，搭载固铂全新安全系统DAT动态盔甲技术TM，为您全天候的驾控提供卓越的干湿地抓地力与弯道稳定性。,/rs3-a_detail.htm,275/35R18,95W,,9.5,9.0-11.0,350,690,中国,免,GB外规格,"捷豹S-TYPE 4.2R,宝马530iSPORT/M5,雷克萨斯300SPORT,宝马M5 梅赛德斯奔驰 E240 LORINSER,布加迪骑龙（后轮）"
ZEON RS3-A,/image/img0310.jpg,固铂超高性能轮胎家族最新成员“驭行 Zeon RS3-A”极速登场，搭载固铂全新安全系统DAT动态盔甲技术TM，为您全天候的驾控提供卓越的干湿地抓地力与弯道稳定性。,/rs3-a_detail.htm,275/40R17,98W,,9.5,9.0-11.0,350,750,中国,Yes,GB9743-2007(轿车轮胎) GB9744-2007（载重汽车轮胎）,法拉利930 Turbo后轮
